Name,FullName,Extension,CreationTime
_זעקה_מסוריה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\844\_זעקה_מסוריה.mp4,.mp4,7/30/2024 3:40:54 AM
_לוח_ברזל_נופל_בגלל_הרוחות_ממגדלי_בסר_בבני_ברק.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\844\_לוח_ברזל_נופל_בגלל_הרוחות_ממגדלי_בסר_בבני_ברק.mp4,.mp4,7/30/2024 3:41:22 AM
_בשידור_חי___קריסת_בנין_בטורקיה_ברעידה_השניה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\844\_בשידור_חי___קריסת_בנין_בטורקיה_ברעידה_השניה.mp4,.mp4,7/30/2024 10:00:18 AM
_מצלמות_אבטחה_בחנות_בטורקיה_1.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\844\_מצלמות_אבטחה_בחנות_בטורקיה_1.mp4,.mp4,7/30/2024 10:02:44 AM
_יום_קרב_ביריחו.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\844\_יום_קרב_ביריחו.mp4,.mp4,7/30/2024 10:01:13 AM
_קונטיינר_נפל_על_משאית_מהרוחות.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_קונטיינר_נפל_על_משאית_מהרוחות.mp4,.mp4,7/30/2024 10:14:33 AM
_ספריה_באמצע_הלילה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_ספריה_באמצע_הלילה.mp4,.mp4,7/30/2024 10:13:23 AM
_שלג_בצפון_רמת_הגולן___עמק_הבכא___צילום_מוטי_פיאדה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_שלג_בצפון_רמת_הגולן___עמק_הבכא___צילום_מוטי_פיאדה.mp4,.mp4,7/30/2024 10:15:28 AM
_השלג_בחרמון.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_השלג_בחרמון.mp4,.mp4,7/30/2024 10:11:21 AM
_פתיחת_שגרירות_צאד_בישראל.MP4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_פתיחת_שגרירות_צאד_בישראל.MP4,.MP4,7/30/2024 3:42:35 AM
_נהג_מוכשר.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_נהג_מוכשר.mp4,.mp4,7/30/2024 10:12:55 AM
_לא_לבעלי_לב_חלש____הנהג_מחליק_מהגשם_ועושה_תאונה_חזיתית_בכביש_446.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_לא_לבעלי_לב_חלש____הנהג_מחליק_מהגשם_ועושה_תאונה_חזיתית_בכביש_446.mp4,.mp4,7/30/2024 10:12:36 AM
_נוכל_בצד.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_נוכל_בצד.mp4,.mp4,7/30/2024 10:13:12 AM
_סוסים_שברחו_דוהרים_בכביש_5.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_סוסים_שברחו_דוהרים_בכביש_5.mp4,.mp4,7/30/2024 3:42:29 AM
_פילוס_השלג_בגולן.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_פילוס_השלג_בגולן.mp4,.mp4,7/30/2024 10:13:45 AM
_רכב_חסם_את_ברז_הכיבוי_לכבאית.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_רכב_חסם_את_ברז_הכיבוי_לכבאית.mp4,.mp4,7/30/2024 10:15:12 AM
_פנוי_או_לא_פנוי.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_פנוי_או_לא_פנוי.mp4,.mp4,7/30/2024 10:14:08 AM
_השר_פרוש_על_חוק_הגיוס_החדש.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_השר_פרוש_על_חוק_הגיוס_החדש.mp4,.mp4,7/30/2024 10:12:12 AM
_החרמון_בתיעוד_רחפן_1.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\842\_החרמון_בתיעוד_רחפן_1.mp4,.mp4,7/30/2024 10:10:40 AM
_לא_לבעלי_לב_חלש___רכב_חשוד_נעצר_על_ידי_המשטרה_פוגע_בניידת_ובורח____החשוד_נורה_ונפצע_קשה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\843\_לא_לבעלי_לב_חלש___רכב_חשוד_נעצר_על_ידי_המשטרה_פוגע_בניידת_ובורח____החשוד_נורה_ונפצע_קשה.mp4,.mp4,7/30/2024 10:06:49 AM
_הכל_בזכות_הקב__ה___הרב_יגאל_כהן.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\843\_הכל_בזכות_הקב__ה___הרב_יגאל_כהן.mp4,.mp4,7/30/2024 10:05:03 AM
_הנהגים_הערבים_של_קווים_מתלוננים_על_אלימות.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\843\_הנהגים_הערבים_של_קווים_מתלוננים_על_אלימות.mp4,.mp4,7/30/2024 10:05:35 AM
_עו__ד_ויצמן_שמשמש_כמשנה_ליו__ר_לשכת_עוד_במחאה_על_דבריו_של_העו__ד_ה_בכיר_שקרא_לירי_חי_בגלל_הרפורמה_במערכת_המשפט.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\843\_עו__ד_ויצמן_שמשמש_כמשנה_ליו__ר_לשכת_עוד_במחאה_על_דבריו_של_העו__ד_ה_בכיר_שקרא_לירי_חי_בגלל_הרפורמה_במערכת_המשפט.mp4,.mp4,7/30/2024 10:07:53 AM
_הרב_רוזנבלום_על_הפיגוע.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\843\_הרב_רוזנבלום_על_הפיגוע.mp4,.mp4,7/30/2024 10:06:27 AM
_לשטוף_כלים_בבית.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\843\_לשטוף_כלים_בבית.mp4,.mp4,7/30/2024 10:07:10 AM
_לפיד___אנשים_שמתגייסים_פחות_חשובים_מאנשים_שכן_מתגייסים.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\843\_לפיד___אנשים_שמתגייסים_פחות_חשובים_מאנשים_שכן_מתגייסים.mp4,.mp4,7/30/2024 3:42:09 AM
_עמוד_חשמל_נפגע_מברק_ועלה_באש_במושב_ברקת.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\843\_עמוד_חשמל_נפגע_מברק_ועלה_באש_במושב_ברקת.mp4,.mp4,7/30/2024 3:42:20 AM
_ברח_מהתנין.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\843\_ברח_מהתנין.mp4,.mp4,7/30/2024 3:41:58 AM
_ארה__ב_יירטה_בלון_ריגול_סיני.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\843\_ארה__ב_יירטה_בלון_ריגול_סיני.mp4,.mp4,7/30/2024 3:41:55 AM
_לא_נעים.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\843\_לא_נעים.mp4,.mp4,7/30/2024 10:06:59 AM
_סערת_הבינה_מלאכותית.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\843\_סערת_הבינה_מלאכותית.mp4,.mp4,7/30/2024 10:07:25 AM
_החיים_השתנו_פתאום.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\843\_החיים_השתנו_פתאום.mp4,.mp4,7/30/2024 10:04:36 AM
_אוטובוס_נשרף_ברכסים.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_אוטובוס_נשרף_ברכסים.mp4,.mp4,7/30/2024 9:36:55 AM
_פרסומת_חמודה_לספרינג.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_פרסומת_חמודה_לספרינג.mp4,.mp4,7/30/2024 9:40:03 AM
_עוד_רעידת_אדמה_בטורקיה_בלילה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_עוד_רעידת_אדמה_בטורקיה_בלילה.mp4,.mp4,7/30/2024 9:39:38 AM
_נתניהו_בתגובה_ראשונה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_נתניהו_בתגובה_ראשונה.mp4,.mp4,7/30/2024 9:38:57 AM
_לא_לבעלי_לב_חלש___חילוני_משסע_את_כלבו_בילדים_חרדים_ברובע_ו_באשדוד.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_לא_לבעלי_לב_חלש___חילוני_משסע_את_כלבו_בילדים_חרדים_ברובע_ו_באשדוד.mp4,.mp4,7/30/2024 9:38:30 AM
_חניון_עיריית_אלעד.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_חניון_עיריית_אלעד.mp4,.mp4,7/30/2024 3:35:35 AM
_חוק_יסוד_השפיטה_עבר_בקריאה_ראשונה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_חוק_יסוד_השפיטה_עבר_בקריאה_ראשונה.mp4,.mp4,7/30/2024 9:37:57 AM
_רוטמן_בנאומו_רגע_לפני_ההצבעה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_רוטמן_בנאומו_רגע_לפני_ההצבעה.mp4,.mp4,7/30/2024 9:40:43 AM
_חכ_קריב_מתעקש_להכנס_עם_תיק_למרות_שיור_הכנסת_אסר_זאת_בגלל_חשש_לה_כנסת_חומרי_תעמולה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_חכ_קריב_מתעקש_להכנס_עם_תיק_למרות_שיור_הכנסת_אסר_זאת_בגלל_חשש_לה_כנסת_חומרי_תעמולה.mp4,.mp4,7/30/2024 9:38:10 AM
_רעידת_האדמה_הנוספת_הלילה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_רעידת_האדמה_הנוספת_הלילה.mp4,.mp4,7/30/2024 3:35:53 AM
_מארכיון___משנכנס_אדר_מרבים_בשמחה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_מארכיון___משנכנס_אדר_מרבים_בשמחה.mp4,.mp4,7/30/2024 9:38:41 AM
_לא_לבעלי_לב_חלש____הדרום_הפרוע___צרורות_לאור_יום_במסגרת_סכסוך_משפחתי.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_לא_לבעלי_לב_חלש____הדרום_הפרוע___צרורות_לאור_יום_במסגרת_סכסוך_משפחתי.mp4,.mp4,7/30/2024 3:35:40 AM
_רק_חיובי.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_רק_חיובי.mp4,.mp4,7/30/2024 9:40:57 AM
_התמונה_שריגשה_את_המדינה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_התמונה_שריגשה_את_המדינה.mp4,.mp4,7/30/2024 9:37:43 AM
_סיפורו_של_חילוץ_בטורקיה_1.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\850\_סיפורו_של_חילוץ_בטורקיה_1.mp4,.mp4,7/30/2024 9:39:25 AM
_אלחנן_פרדו__שנפצע_קשה_בפיגוע_ברמות_הגיע_לברך_הגומל.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\849\_אלחנן_פרדו__שנפצע_קשה_בפיגוע_ברמות_הגיע_לברך_הגומל.mp4,.mp4,7/30/2024 9:41:22 AM
_השר_אלי_כהן_בבית_מרן_הגריג_אדלשטיין_לפני_הנסיעה_לאוקראינה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\849\_השר_אלי_כהן_בבית_מרן_הגריג_אדלשטיין_לפני_הנסיעה_לאוקראינה.mp4,.mp4,7/30/2024 9:44:29 AM
_שר_החוץ_אלי_כהן_בפגישה_עם_זלנסקי.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\849\_שר_החוץ_אלי_כהן_בפגישה_עם_זלנסקי.mp4,.mp4,7/30/2024 9:45:06 AM
_השמאל_הביא_טנק_להפגנות___נעצר_על_ידי_המשטרה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\849\_השמאל_הביא_טנק_להפגנות___נעצר_על_ידי_המשטרה.mp4,.mp4,7/30/2024 9:44:03 AM
_פיצוץ_בית_המחבל_מחברון.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\849\_פיצוץ_בית_המחבל_מחברון.mp4,.mp4,7/30/2024 3:36:45 AM
_חבר_המועצה_ברילנט_בבית_שמש_מותקף_על_ידי_קבלן_שהשתלט_על_שטח_לבית__כנסת.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\849\_חבר_המועצה_ברילנט_בבית_שמש_מותקף_על_ידי_קבלן_שהשתלט_על_שטח_לבית__כנסת.mp4,.mp4,7/30/2024 9:44:38 AM
_הכל_על_סדנת_הציצית____עוד_פרטים_בגוף_המייל.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\849\_הכל_על_סדנת_הציצית____עוד_פרטים_בגוף_המייל.mp4,.mp4,7/30/2024 9:43:38 AM
_בדרק_בפרסומת_לתנובה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\849\_בדרק_בפרסומת_לתנובה.mp4,.mp4,7/30/2024 9:42:55 AM
_חכ_רוטמן_עוזב_באמצע_ראיון_כדי_שלא_ישודר_בשבת.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\849\_חכ_רוטמן_עוזב_באמצע_ראיון_כדי_שלא_ישודר_בשבת.mp4,.mp4,7/30/2024 3:36:13 AM
_טיפים_לסידור_פאות_מחכ_צבי_סוכות.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\849\_טיפים_לסידור_פאות_מחכ_צבי_סוכות.mp4,.mp4,7/30/2024 9:44:48 AM
_נהג_מוביל_הטנק_עוכב_לחקירה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\849\_נהג_מוביל_הטנק_עוכב_לחקירה.mp4,.mp4,7/30/2024 3:36:21 AM
_כסא_שלא_נשבר.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\849\_כסא_שלא_נשבר.mp4,.mp4,7/30/2024 3:36:06 AM
_הערבי_מיהר_ואחרי_2_דקות_עשה_תאונה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\840\_הערבי_מיהר_ואחרי_2_דקות_עשה_תאונה.mp4,.mp4,7/30/2024 10:20:18 AM
_הכבוד_שמקבלים_המחבלים_ימ__ש.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\840\_הכבוד_שמקבלים_המחבלים_ימ__ש.mp4,.mp4,7/30/2024 10:20:05 AM
_ליפא_שמעלצר_ואברהם_מרדכי_שוורץ_בחתונה_של_בנו_של_גרטלר_לזכר_הנרצחים_בפיגוע.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\840\_ליפא_שמעלצר_ואברהם_מרדכי_שוורץ_בחתונה_של_בנו_של_גרטלר_לזכר_הנרצחים_בפיגוע.mp4,.mp4,7/30/2024 10:21:16 AM
_מה_קורה_בשוק_הביצים.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\840\_מה_קורה_בשוק_הביצים.mp4,.mp4,7/30/2024 10:21:39 AM
_מתקפת-הרחפנים-באיראן.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\840\_מתקפת-הרחפנים-באיראן.mp4,.mp4,7/30/2024 10:23:05 AM
_ערב_טוב.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\840\_ערב_טוב.mp4,.mp4,7/30/2024 10:23:14 AM
_מקלב_מחלץ_פצועים_בתאונה_בכביש_4.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\840\_מקלב_מחלץ_פצועים_בתאונה_בכביש_4.mp4,.mp4,7/30/2024 3:43:37 AM
_דרעי-בסוף-השבוע-תוקף-בראיונות-על-הרדיפה-נגדו.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\840\_דרעי-בסוף-השבוע-תוקף-בראיונות-על-הרדיפה-נגדו.mp4,.mp4,7/30/2024 10:19:27 AM
_מרדף-דרמטי-אחרי-חשודים-שהציתו-אוטובוסים-בצפון.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\840\_מרדף-דרמטי-אחרי-חשודים-שהציתו-אוטובוסים-בצפון.mp4,.mp4,7/30/2024 10:22:35 AM
_רכב_הסעות_בשועפט_עמד_מול_שופל_של_צהל_.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\837\_רכב_הסעות_בשועפט_עמד_מול_שופל_של_צהל_.mp4,.mp4,7/30/2024 10:40:16 AM
_נתניהו_במסיבת_עיתונאים_בעד_מהפכת_המשפט.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\837\_נתניהו_במסיבת_עיתונאים_בעד_מהפכת_המשפט.mp4,.mp4,7/30/2024 10:39:43 AM
_ילד_בן_15_נהג_ברכב_של_אבא_שלו_באלעד_ופגע_ב8_רכבים.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\837\_ילד_בן_15_נהג_ברכב_של_אבא_שלו_באלעד_ופגע_ב8_רכבים.mp4,.mp4,7/30/2024 10:37:52 AM
_לא_לבעלי_לב_חלש___עובר_באדום_בצומת_הצבי_ו___.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\837\_לא_לבעלי_לב_חלש___עובר_באדום_בצומת_הצבי_ו___.mp4,.mp4,7/30/2024 10:38:35 AM
_בני_אדם_קופים_ובננות.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\837\_בני_אדם_קופים_ובננות.mp4,.mp4,7/30/2024 3:45:30 AM
_לא_לבעלי_לב_חלש___נהג_מותקף_באלימות_בהפגנת_אנשי_ההיטק_נגד_הרפור_מה_המשפטית.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\837\_לא_לבעלי_לב_חלש___נהג_מותקף_באלימות_בהפגנת_אנשי_ההיטק_נגד_הרפור_מה_המשפטית.mp4,.mp4,7/30/2024 10:38:24 AM
_הדוכנים_חוזרים_להילולת_הבבא_סאלי.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\837\_הדוכנים_חוזרים_להילולת_הבבא_סאלי.mp4,.mp4,7/30/2024 10:37:19 AM
_ובתקשורת_מאשימים_את_הנהג_שלא_מבין_את_צורך_ההפגנה.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\837\_ובתקשורת_מאשימים_את_הנהג_שלא_מבין_את_צורך_ההפגנה.mp4,.mp4,7/30/2024 3:45:42 AM
_אמצעי_חדש_לפיזור_הפגנות___רחפן_מפזר_גז_בהפגנה_בשועפט.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\837\_אמצעי_חדש_לפיזור_הפגנות___רחפן_מפזר_גז_בהפגנה_בשועפט.mp4,.mp4,7/30/2024 3:45:20 AM
_גן_הכנסת.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\837\_גן_הכנסת.mp4,.mp4,7/30/2024 3:45:22 AM
_מיקי_לוי_התפרץ_בצעקות_למסיבת_עיתונאים_של_בן_גביר_והמפכל.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\837\_מיקי_לוי_התפרץ_בצעקות_למסיבת_עיתונאים_של_בן_גביר_והמפכל.mp4,.mp4,7/30/2024 10:38:47 AM
_לא_לבעלי_לב_חלש___הפיגוע_בקדומים_ונטרול_המחבל.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\837\_לא_לבעלי_לב_חלש___הפיגוע_בקדומים_ונטרול_המחבל.mp4,.mp4,7/30/2024 10:38:12 AM
_רכב_הסעות_בשועפט_עמד_מול_שופל_של_צהל.mp4,G:\.shortcut-targets-by-id\1fReJ4DF_-zQ7B4ZoXQQmXMUk2pgxQVxM\סרטים כשרים ומשחקים\המעניינים\801-850\837\_רכב_הסעות_בשועפט_עמד_מול_שופל_של_צהל.mp4,.mp4,7/30/2024 10:39:54 AM
